Id,SalePrice
1461,114441.22624837141
1462,133481.1400658023
1463,205078.92250314934
1464,203355.6572555675
1465,155992.30411469907
1466,190106.25861729242
1467,152833.3888657009
1468,169516.81940043817
1469,172747.9010763067
1470,127178.14150268376
1471,163379.44364601444
1472,112465.96982579833
1473,111971.60472350194
1474,145131.27923739803
1475,127531.45815977162
1476,339451.1921135532
1477,251473.46456881182
1478,323812.0200879645
1479,317526.60111715813
1480,383170.7372069682
1481,316141.9686707584
1482,186889.98631395085
1483,163865.96809430857
1484,164063.10339837114
1485,201888.8692234666
1486,211863.45276873407
1487,296679.2109235528
1488,247956.72266038752
1489,168273.9060199871
1490,221663.63374129563
1491,203857.62199864522
1492,88265.25073160781
1493,207340.40428205236
1494,284996.7744879208
1495,274915.06712040317
1496,230460.4520507621
1497,186567.4043682328
1498,165437.91686552728
1499,170556.85939526593
1500,169093.06736867415
1501,188136.842394293
1502,163637.38983432873
1503,264412.62386065023
1504,232177.2338046951
1505,235805.39874721336
1506,177328.34695479213
1507,242581.16817353232
1508,191048.21328037963
1509,151596.92673498185
1510,131976.65311399338
1511,133270.86488219287
1512,173502.01241500134
1513,142214.4275146049
1514,165968.96426600515
1515,170577.70622484133
1516,159653.95507776598
1517,167213.5306559275
1518,150963.65052225042
1519,198881.1693867657
1520,122404.88872595911
1521,117522.39893820227
1522,170084.6662654455
1523,110214.45363592009
1524,116198.47460841702
1525,112738.8409151284
1526,122904.7230442585
1527,120551.62552659966
1528,128196.10364019485
1529,125393.42607654599
1530,150024.65207181923
1531,141655.22487471937
1532,101100.73771667993
1533,119370.31153557572
1534,114694.58134039279
1535,160611.6308891925
1536,103697.30142736604
1537,107587.24945146138
1538,135941.41666994593
1539,175089.74995242475
1540,103203.16949999241
1541,123152.60107645862
1542,133292.4506653822
1543,157791.04536336634
1544,92500.71157673826
1545,105937.16777373393
1546,123898.98818513172
1547,121842.39412669963
1548,104873.6394272805
1549,116985.53319157894
1550,137440.7281567949
1551,112568.530555819
1552,150026.62136571534
1553,140397.794879257
1554,114680.42703824634
1555,169021.19591210753
1556,95500.49208670837
1557,90093.00388960211
1558,100304.02918896193
1559,96340.9210594135
1560,131334.45142893534
1561,123523.04479879152
1562,137633.32201185162
1563,124923.44351767136
1564,155601.17674242798
1565,151993.57281965448
1566,193445.38625309966
1567,94417.10229617183
1568,226210.96321560018
1569,180030.95623259354
1570,157468.11248147482
1571,144091.85636209397
1572,132770.07041159456
1573,251059.16923784182
1574,121588.77206479573
1575,185204.10687532037
1576,230488.8703661791
1577,166468.1187666842
1578,135499.6927492438
1579,147405.84592160484
1580,194524.46315145606
1581,153331.2877134879
1582,127851.7550689645
1583,289990.0487924046
1584,236329.94201368792
1585,150317.74768629335
1586,106105.82016600377
1587,112787.09760417993
1588,129547.67848021252
1589,98119.17875974091
1590,134323.9914236221
1591,102490.36405105918
1592,118824.59659371893
1593,127845.95206364282
1594,115659.93201793796
1595,132035.8171648791
1596,193183.7333589367
1597,178687.43608429225
1598,206577.60204598663
1599,166744.24415115008
1600,155651.35827369842
1601,99818.78181911213
1602,113011.57370207828
1603,99251.37079347468
1604,254838.35549483614
1605,258378.58385817322
1606,142436.2409734685
1607,179967.92844158897
1608,217729.73131108723
1609,156342.1529451028
1610,154900.3070175517
1611,147467.25027259497
1612,163572.65533037216
1613,168086.8443597564
1614,139008.59522353797
1615,101331.07431488576
1616,98817.20375846683
1617,108987.79696916211
1618,125596.11040053329
1619,144946.08313102933
1620,163866.3307645882
1621,138236.0762625958
1622,123364.31536832832
1623,249182.29885361122
1624,236106.57644335242
1625,119362.32547524745
1626,153202.6911023755
1627,192079.64523575304
1628,304092.6263966592
1629,193858.09977782617
1630,267700.87177626486
1631,167827.66881896977
1632,212174.31011440366
1633,170692.10214274726
1634,206318.12539369913
1635,211224.6071725798
1636,156527.02218936413
1637,190408.3068903645
1638,207957.76559632
1639,182707.9103485319
1640,235461.80287642067
1641,190421.89788863692
1642,242642.3731423802
1643,222036.23208226464
1644,228194.81531478488
1645,200222.14020434616
1646,151434.03035971144
1647,149864.2112771126
1648,127563.66767748406
1649,129985.39114996836
1650,123739.86689276632
1651,127827.53911761493
1652,117586.50627792651
1653,117221.63633721587
1654,169538.4885167578
1655,148689.79084275806
1656,143899.64507520286
1657,166234.9659270017
1658,150870.71691935245
1659,124000.94198706007
1660,153749.21113957497
1661,405635.3549533251
1662,343094.89540898317
1663,353326.35445089807
1664,385049.83533829014
1665,314705.6947807124
1666,338549.0535146536
1667,368310.25122458156
1668,320775.50209122774
1669,309987.7349677599
1670,355170.54673670756
1671,262458.4555493796
1672,357719.6655314283
1673,306960.74852101284
1674,256062.23088981723
1675,175182.94817632745
1676,191920.0064732773
1677,188099.17368657523
1678,367768.41616670747
1679,365367.83280487143
1680,300018.3551953502
1681,232768.06514716893
1682,328328.07320178644
1683,172454.97190421834
1684,198082.6851397198
1685,210243.29529311185
1686,180512.54640880553
1687,179068.02955017667
1688,215633.26719586417
1689,213553.3389861839
1690,226168.25243990388
1691,193883.24984542106
1692,316432.8657559307
1693,167306.02152230826
1694,206327.1346164385
1695,164424.76727969537
1696,282403.28050041024
1697,162427.5788513664
1698,343355.7945392141
1699,268683.40482568834
1700,231582.48275792447
1701,250105.55343050053
1702,248602.2552361623
1703,268010.9839080099
1704,284159.1147124049
1705,202142.04958369324
1706,363519.101858864
1707,172804.57164570046
1708,170834.9467123169
1709,281295.7053546402
1710,200754.65657599544
1711,287234.03676030535
1712,242717.28729920776
1713,294467.76091836963
1714,215301.7850568083
1715,215881.25058554037
1716,157569.67483239016
1717,167716.11238826145
1718,128517.90613098783
1719,194926.00847398926
1720,231344.94034763562
1721,163056.9042548618
1722,135329.99295283502
1723,164454.2248785552
1724,190606.6704820762
1725,252143.68787655805
1726,185296.96520113814
1727,147048.22061733203
1728,191167.973550682
1729,144033.95521724471
1730,158153.8627396626
1731,124091.0079362182
1732,132262.4118335342
1733,113568.02044907345
1734,117718.44374670902
1735,137701.5114524702
1736,115110.42500752525
1737,271806.4443751118
1738,224969.05902069362
1739,248883.00732932013
1740,233468.75270844303
1741,200985.86723621088
1742,187945.54972649165
1743,170817.47542245832
1744,302274.3126936192
1745,196869.18617913916
1746,184560.50247585535
1747,213550.80294011676
1748,210992.14483496934
1749,142982.04468274556
1750,125979.11240268259
1751,217778.0890327229
1752,121243.55394920697
1753,158995.90433906356
1754,181827.25946886395
1755,160862.68435751798
1756,131554.55816834926
1757,115845.47232735268
1758,151563.0312886744
1759,169372.3318971058
1760,165533.54181088318
1761,142982.1421875804
1762,184571.3327891642
1763,190963.07191052384
1764,119575.58359288944
1765,163664.13951293944
1766,163214.8675673125
1767,226824.7910906665
1768,122291.46736909806
1769,150064.31645060095
1770,140713.83844650045
